,title,issueNum,year,creator
1531,Justice League: Darkseid War: Batman,1,2015,Matthew C. Ryan - 'Matt Ryan / Matty'
1532,Justice League: Darkseid War: Batman,1,2015,Gabriel A. Eltaeb
1533,Birds of Prey,62,1999,Ed Benes
1534,Birds of Prey,62,1999,Cliff Richards
1535,Birds of Prey,62,1999,Alex Lei - 'Juci Leito Alexandre'
1536,Birds of Prey,62,1999,Hi-Fi Colour Design
1537,Birds of Prey,62,1999,Gail Simone
1538,Bloodlines,3,2016,Sean P. Parsons
1539,Bloodlines,3,2016,Jeffrey T. Krul - 'J.T. Krul'
1540,Bloodlines,3,2016,Sotocolor
1541,Bloodlines,3,2016,V Ken Marion
1542,Bloodlines,3,2016,Andrew Dalhouse
1543,Aquaman,73,1994,Dan Jurgens
1544,Aquaman,73,1994,Steve Epting
1545,Aquaman,73,1994,Digital Chameleon
1546,Aquaman,73,1994,Noelle C. Giddings - '(sometimes Nel?)'
1547,Aquaman,73,1994,Norm Rapmund
1548,Wonder Woman,4,2016,Nicola Scott
1549,Wonder Woman,4,2016,Romulo Fajardo Jr.
1550,Wonder Woman,4,2016,Greg Rucka
1551,Green Arrow,45,2011,Benjamin Percy
1552,Green Arrow,45,2011,Federico Dallocchio
1553,Green Arrow,45,2011,Patrick Zircher - 'Patch Zircher'
1554,Green Arrow,45,2011,Gabriel A. Eltaeb
1556,Justice League,1,2011,Jim Lee
1557,Justice League,1,2011,Geoff Johns
1558,Justice League,1,2011,Alex Sinclair - 'Sinc'
1559,Justice League,1,2011,Scott Williams
1560,Green Lantern Corps,21,2011,Van Jensen
1561,Green Lantern Corps,21,2011,Robert Venditti
1562,Green Lantern Corps,21,2011,Bernard Chang
1563,Green Lantern Corps,21,2011,Marcelo Maiolo
1564,Convergence Green Lantern/Parallax,2,2015,Ron Wagner
1565,Convergence Green Lantern/Parallax,2,2015,Romeo Tanghal
1566,Convergence Green Lantern/Parallax,2,2015,Bill Reinhold
1567,Convergence Green Lantern/Parallax,2,2015,Darryl Banks
1568,Convergence Green Lantern/Parallax,2,2015,Antony J.L. Bedard - 'Tony Bedard'
1569,Convergence Green Lantern/Parallax,2,2015,Paul Mounts
1570,Convergence Green Lantern/Parallax,2,2015,Chip Kidd
1571,Injustice: Ground Zero,9,2016,Christopher Sebela
1572,Injustice: Ground Zero,9,2016,J. Nanjan
1573,Injustice: Ground Zero,9,2016,Brian Buccellato - 'Brian Bucce'
1574,Injustice: Ground Zero,9,2016,Thomas Derenick
1575,Green Lantern,58,1990,Romeo Tanghal
1576,Green Lantern,58,1990,Ron Marz
1577,Green Lantern,58,1990,Cully Hamner
1578,Green Lantern,58,1990,Steve Mattsson
1579,Green Lantern,58,1990,Fred Haynes
1580,Wonder Woman,202,1987,Stephen Sadowski - 'Steve'
1581,Wonder Woman,202,1987,Tanya Horie
1582,Wonder Woman,202,1987,Andrew Currie
1583,Wonder Woman,202,1987,Richard Horie - 'RMH'
1584,Wonder Woman,202,1987,Greg Rucka
1585,Justice League of America,3,2006,Ed Benes
1586,Justice League of America,3,2006,Mariah Benes
1587,Justice League of America,3,2006,Alex Sinclair - 'Sinc'
1588,Justice League of America,3,2006,Sandra Hope-Archer
1589,Justice League of America,3,2006,Brad Meltzer
1590,Green Lantern: Mosaic,17,1992,Robbie Busch
1591,Green Lantern: Mosaic,17,1992,Joe Filice
1592,Green Lantern: Mosaic,17,1992,Gerard Jones
1593,Green Lantern: Mosaic,17,1992,Luke McDonnell
1594,Green Lantern,182,1960,Kevin O'Neill
1595,Green Lantern,182,1960,Len Wein
1596,Green Lantern,182,1960,Mark Farmer
1597,Green Lantern,182,1960,Anthony Tollin
1598,Green Lantern,182,1960,Joey Cavalieri
1599,Green Lantern,182,1960,Dave Gibbons
1600,Unfollow,9,2016,Vertigo
1601,Unfollow,9,2016,Mike Dowling
1602,Unfollow,9,2016,Rob Williams
1604,Unfollow,9,2016,Quinton Winter
1605,Dark Knight III: The Master Race,4,2016,Klaus R. Janson
1606,Dark Knight III: The Master Race,4,2016,Andy Kubert
1607,Dark Knight III: The Master Race,4,2016,Frank Miller
1608,Dark Knight III: The Master Race,4,2016,Brad Anderson
1609,Dark Knight III: The Master Race,4,2016,Brian Azzarello
1610,Green Lantern,34,2005,Geoff Johns
1611,Green Lantern,34,2005,Ivan Reis - 'Rodrigo Ivan dos Reis'
1612,Green Lantern,34,2005,Oclair Albert
1613,Green Lantern,34,2005,Randy G. Mayor
1614,Supergirl,1,2011,Daniel 'Dan' Green
1615,Supergirl,1,2011,Michael Green
1616,Supergirl,1,2011,Mike Johnson
1617,Supergirl,1,2011,Mahmud  A. Asrar
1618,Supergirl,1,2011,Dave McCaig
1619,The Flash,77,1987,Greg LaRocque
1620,The Flash,77,1987,Roy Richardson
1621,The Flash,77,1987,Matthew 'Matt' Hollingsworth
1622,The Flash,77,1987,Mark Waid
1623,Convergence Flash,1,2015,Veronica 'Vero' Gandini
1624,Convergence Flash,1,2015,Federico Dallocchio
1625,Convergence Flash,1,2015,Dan Abnett
1626,Justice League vs. Suicide Squad,3,2017,Joshua Williamson
1627,Justice League vs. Suicide Squad,3,2017,Alex Sinclair - 'Sinc'
1628,Justice League vs. Suicide Squad,3,2017,Andy Owens
1629,Justice League vs. Suicide Squad,3,2017,Jesus Merino
1630,Justice League vs. Suicide Squad,3,2017,Jeremiah Skipper
1631,Green Lantern Archives,None,1993,Geoff Johns
1632,Green Lantern Archives,None,1993,Allen Jamison - 'Jamison/Jamison Services'
1633,Showcase Presents: Justice League of America,None,2005,Nick Cardy
1634,Showcase Presents: Justice League of America,None,2005,(Story is monochromatic)
1635,The Flash,239,1987,Tom 'Tennessee' Peyer
1636,The Flash,239,1987,Tanya Horie
1637,The Flash,239,1987,Richard Horie - 'RMH'
1638,The Flash,239,1987,Freddie E. Williams Jr. - 'Freddie E. Williams II'
1639,Showcase Presents: Justice League of America,None,2005,Robert 'Bob' Greenberger
1640,Showcase Presents: Justice League of America,None,2005,Murphy Anderson
1641,Showcase Presents: Justice League of America,None,2005,Alex Sinclair - 'Sinc'
1642,Showcase Presents: Justice League of America,None,2005,(Story is monochromatic)
1643,Green Lantern,None,2011,Robert Venditti
1644,Green Lantern,None,2011,Walden Wong
1645,Green Lantern,None,2011,Matt Banning - 'Batt'
1646,Green Lantern,None,2011,Marcelo Maiolo
1647,Green Lantern,None,2011,Billy Tan - 'Billy Tan Mung Khoy'
1648,Green Lantern,None,2011,Robert 'Rob' Hunter - 'Bobby-C'
1649,Green Lantern,None,2011,Justin Norman - 'Moritat'
1650,Green Lantern,None,2011,Gabriel A. Eltaeb
1651,Green Lantern,None,2011,Dale Eaglesham
1653,Green Lantern,None,2011,Jaime Mendoza
1654,Green Lantern,None,2011,Van Jensen
1655,Green Lantern,None,2011,Robert Frank Hunter
1656,Green Lantern,None,2011,Alex Sinclair - 'Sinc'
1657,Green Lantern,None,2011,Tony Avia
1658,Green Lantern,None,2011,Jason Wright
1659,Green Lantern,None,2011,Martin Coccolo
1660,Green Lantern,None,2011,Bernard Chang
1662,All-Flash,2,1941,Everett E. Hibbard
1663,All-Flash,2,1941,Evelyn Gaines
1664,All-Flash,2,1941,Sheldon Mayer
1665,All-Flash,2,1941,"Jon L. Blummer - 'Jacob Lupu Blumer, John Elby, Don Shelby'"
1666,Batman: Li'l Gotham,9,2013,Derek Fridolfs
1667,Batman: Li'l Gotham,9,2013,Dustin Nguyen
1668,Wonder Woman,26,2006,Aaron Lopresti
1669,Wonder Woman,26,2006,Gail Simone
1670,Wonder Woman,26,2006,Brad Anderson
1671,Wonder Woman,26,2006,Matthew C. Ryan - 'Matt Ryan / Matty'
1672,Wonder Woman,5,2016,Laura Martin
1673,Wonder Woman,5,2016,Liam Roger Sharp
1674,Wonder Woman,5,2016,Greg Rucka
1675,Green Lantern,6,1941,Sheldon Mayer
1676,Green Lantern,6,1941,Irwin Hasen
1677,Green Lantern Corps,57,2006,Matt Banning - 'Batt'
1678,Green Lantern Corps,57,2006,Nei Ruffino
1679,Green Lantern Corps,57,2006,Antony J.L. Bedard - 'Tony Bedard'
1680,Green Lantern Corps,57,2006,Tyler Kirkham
1681,Justice League Quarterly,5,1990,Brian Michael Augustyn
1682,Justice League Quarterly,5,1990,Kevin Maguire
1683,Justice League Quarterly,5,1990,Andrew J. Pepoy
1684,Justice League Quarterly,5,1990,Karl Kesel
1685,Justice League Quarterly,5,1990,Mark Waid
1686,Justice League Quarterly,5,1990,Mike McKone
1687,Justice League Quarterly,5,1990,Gene D'Angelo
1688,Scooby Apocalypse,None,2016,Brittany Holzherr
1689,Scooby Apocalypse,None,2016,Erika Rothberg
1690,Scooby Apocalypse,None,2016,Hi-Fi Colour Design
1691,Scooby Apocalypse,None,2016,Jeb Woodard
1692,Scooby Apocalypse,None,2016,Keith Ian Giffen
1693,Scooby Apocalypse,None,2016,Hanna-Barbera
1694,Scooby Apocalypse,None,2016,Howard Porter
1695,Scooby Apocalypse,None,2016,Alex Sinclair - 'Sinc'
1696,Scooby Apocalypse,None,2016,Jim Lee
1697,Scooby Apocalypse,None,2016,John Marc 'J.M.' DeMatteis
1699,Scooby Apocalypse,None,2016,Marie Javins
1700,Justice League Beyond,20,2012,Derek Fridolfs
1701,Justice League Beyond,20,2012,Jorge Corona
1702,Justice League Beyond,20,2012,Nick Filardi
1703,Green Lantern: Mosaic,6,1992,Trevor Scott
1704,Green Lantern: Mosaic,6,1992,Guang Yap
1705,Green Lantern: Mosaic,6,1992,Romeo Tanghal
1706,Green Lantern: Mosaic,6,1992,Steve Mattsson
1707,Green Lantern: Mosaic,6,1992,Chris Wozniak
1708,Green Lantern: Mosaic,6,1992,Gerard Jones
1709,The Dark Knight Returns: The Last Crusade,None,2016,Danny K. Miki
1710,The Dark Knight Returns: The Last Crusade,None,2016,John Romita Jr.
1711,The Dark Knight Returns: The Last Crusade,None,2016,Dean V. White
1712,The Dark Knight Returns: The Last Crusade,None,2016,Jeb Woodard
1713,The Dark Knight Returns: The Last Crusade,None,2016,Robert Rodriguez
1714,Teen Titans,4,2016,Khoi Pham
1715,Teen Titans,4,2016,Wade Von Grawbadger
1716,Teen Titans,4,2016,Benjamin Percy
1717,Teen Titans,4,2016,Jim Charalampidis - 'MonkeySeed'
1718,Justice League International,1,2011,Dan Jurgens
1719,Justice League International,1,2011,Aaron Lopresti
1720,Justice League International,1,2011,Hi-Fi Colour Design
1721,Justice League International,1,2011,Matthew C. Ryan - 'Matt Ryan / Matty'
1722,Justice League of America,5,2015,Jason Paz
1723,Justice League of America,5,2015,Jeromy N. Cox
1724,Justice League of America,5,2015,Rob Williams
1725,Justice League of America,5,2015,Matt Kindt
1726,Justice League of America,5,2015,Philip S. Tan
1727,Wonder Woman,46,1987,Jill Thompson
1728,Wonder Woman,46,1987,Romeo Tanghal
1729,Wonder Woman,46,1987,Mindy Newell
1730,Wonder Woman,46,1987,George Prez
1731,Wonder Woman,46,1987,Carl Gafford - 'Gaff'
1732,Jacked,4,2016,Vertigo
1733,Jacked,4,2016,Eric Kripke
1734,Jacked,4,2016,Marc Olivent
1735,Jacked,4,2016,Sally Jane Hurst
1736,Jacked,4,2016,John B. Higgins
1737,Jacked,4,2016,Sotocolor
1739,Green Lantern,199,1960,Bob Smith
1740,Green Lantern,199,1960,Anthony Tollin
1741,Green Lantern,199,1960,Steve Englehart
1742,Green Lantern,199,1960,Joe Staton
1743,Green Lantern,199,1960,Mark Farmer
1744,Green Arrow,18,2011,Marcelo Maiolo
1745,Green Arrow,18,2011,Andrea Sorrentino
1746,Green Arrow,18,2011,Jeff Lemire
1747,Justice League of America,53,2006,Hi-Fi Colour Design
1748,Justice League of America,53,2006,Robert 'Rob' Hunter - 'Bobby-C'
1749,Justice League of America,53,2006,Mark Bagley
1750,Justice League of America,53,2006,Don Ho
1751,Justice League of America,53,2006,James Dale Robinson
1752,Justice League of America,53,2006,Norm Rapmund
1753,Aquaman,36,2003,John Arcudi
1754,Aquaman,36,2003,Nathan Eyring
1755,Aquaman,36,2003,Leonard Kirk
1756,Aquaman,36,2003,Andy Clarke
1757,Justice League of America's Vibe,2,2013,Hi-Fi Colour Design
1758,Justice League of America's Vibe,2,2013,Andrew Kreisberg
1759,Justice League of America's Vibe,2,2013,Andres Guinaldo
1760,Justice League of America's Vibe,2,2013,Pete Woods
1761,Justice League of America's Vibe,2,2013,Sean P. Parsons
1762,Justice League of America's Vibe,2,2013,Geoff Johns
1763,Justice League of America's Vibe,2,2013,Javier Bergantio - 'Bit'
1764,Formerly Known as the Justice League,1,2003,John Marc 'J.M.' DeMatteis
1765,Formerly Known as the Justice League,1,2003,Kevin Maguire
1766,Formerly Known as the Justice League,1,2003,Josef 'Joe' Rubinstein
1767,Formerly Known as the Justice League,1,2003,Keith Ian Giffen
1768,Formerly Known as the Justice League,1,2003,Lee Loughridge
1769,Wonder Woman,329,1942,Gerry Conway
1770,Wonder Woman,329,1942,Nansi Hoolahan
1771,Wonder Woman,329,1942,Don Heck
1772,Justice League Beyond,8,2012,Derek Fridolfs
1773,Justice League Beyond,8,2012,Dustin Nguyen
1774,Justice League Beyond,8,2012,Eric Nguyen
1775,Green Lantern: New Guardians,40,2011,Daniel Henriques
1776,Green Lantern: New Guardians,40,2011,Diogenes Neves
1777,Green Lantern: New Guardians,40,2011,Justin Jordan
1779,Green Lantern: New Guardians,40,2011,Marc Deering
1780,Green Lantern: New Guardians,40,2011,Wilfredo 'Wil' Quintana
1781,Green Lantern: New Guardians,40,2011,Roge Antonio
1783,Justice League of America,149,1960,Frank McLaughlin
1784,Justice League of America,149,1960,Steve Englehart
1785,Justice League of America,149,1960,Dick Dillin
1786,Justice League of America,149,1960,Anthony Tollin
1787,Wonder Woman,248,1942,Larry Hama
1788,Wonder Woman,248,1942,Jos Delbo
1789,Wonder Woman,248,1942,Jos Luis Garca-Lpez
1790,Wonder Woman,248,1942,Mario Sen
1791,Wonder Woman,248,1942,Joe Giella
1792,Wonder Woman,248,1942,Jack C. Harris
1793,Justice League,6,2016,Thomas Derenick
1794,Justice League,6,2016,Trevor Scott
1795,Justice League,6,2016,Adriano Honorato Lucas
1796,Justice League,6,2016,Bryan Hitch
1797,Justice League,6,2016,Sean P. Parsons
1798,Justice League,6,2016,Matthew Clark
1799,Green Arrow,12,1988,Frank McLaughlin
1800,Green Arrow,12,1988,Mike Grell
1801,Green Arrow,12,1988,Ed J. Hannigan
1802,Green Arrow,12,1988,Julia Lacquement
1803,Green Arrow,12,1988,Dick Giordano
1804,Green Arrow,42,2011,Benjamin Percy
1805,Green Arrow,42,2011,Patrick Zircher - 'Patch Zircher'
1806,Green Arrow,42,2011,Gabriel A. Eltaeb
1807,Green Lantern: New Guardians,None,2011,Antony J.L. Bedard - 'Tony Bedard'
1808,Green Lantern: New Guardians,None,2011,Tyler Kirkham
1809,Green Lantern: Emerald Dawn,2,1989,Romeo Tanghal
1810,Green Lantern: Emerald Dawn,2,1989,Anthony Tollin
1811,Green Lantern: Emerald Dawn,2,1989,Gerard Jones
1812,Green Lantern: Emerald Dawn,2,1989,Keith Ian Giffen
1813,Red Hood & the Outlaws,2,2016,Dexter Soy
1814,Red Hood & the Outlaws,2,2016,Scott Lobdell
1815,Birds of Prey: Manhunt,3,1996,Charles 'Chuck' Dixon
1816,Birds of Prey: Manhunt,3,1996,Gloria Vasquez
1817,Birds of Prey: Manhunt,3,1996,Android Images
1818,Birds of Prey: Manhunt,3,1996,Matt Haley
1819,Birds of Prey: Manhunt,3,1996,Cam Smith
1820,Green Lantern Corps,2,2011,Scott Hanna
1821,Green Lantern Corps,2,2011,Fernando Pasarin
1822,Green Lantern Corps,2,2011,Peter J. Tomasi
1823,Green Lantern Corps,2,2011,Gabriel A. Eltaeb
1824,Justice League 3000,3,2014,John Marc 'J.M.' DeMatteis
1825,Justice League 3000,3,2014,Howard Porter
1826,Justice League 3000,3,2014,Hi-Fi Colour Design
1827,Justice League 3000,3,2014,Keith Ian Giffen
1828,Supergirl,40,1996,Leonard Kirk
1829,Supergirl,40,1996,Robin Riggs
1830,Supergirl,40,1996,Peter Allen David - 'PAD'
1831,Supergirl,40,1996,Gene D'Angelo
1832,Supergirl,40,1996,Digital Chameleon
1833,The Dark and Bloody,1,2016,Shawn Aldridge
1834,The Dark and Bloody,1,2016,Vertigo
1835,The Dark and Bloody,1,2016,Patricia 'Trish' Mulvihill
1837,The Dark and Bloody,1,2016,Scott Godlewski
1838,The Flintstones,5,2016,Mark Russell
1839,The Flintstones,5,2016,Chris Chuckry
1840,The Flintstones,5,2016,Steve Pugh
1842,The Flintstones,5,2016,Hanna-Barbera
1843,Wonder Woman,67,1987,Paris Cullins
1844,Wonder Woman,67,1987,William Messner-Loebs
1845,Wonder Woman,67,1987,Robert Campanella
1846,Wonder Woman,67,1987,Matthew 'Matt' Hollingsworth
1847,Nightwing Secret Files,1,1999,Roberta Tewes
1848,Nightwing Secret Files,1,1999,Joseph Phillip Illidge
1849,Nightwing Secret Files,1,1999,Darren J. Vincenzo
1850,Nightwing Secret Files,1,1999,Digital Chameleon
1851,Nightwing Secret Files,1,1999,Karl C. Story
1852,Nightwing Secret Files,1,1999,Charles 'Chuck' Dixon
1853,Nightwing Secret Files,1,1999,Scott Alan McDaniel
1854,Wonder Woman,298,1942,Gene Colan - 'Adam Austin'
1855,Wonder Woman,298,1942,Carl Gafford - 'Gaff'
1856,Wonder Woman,298,1942,Dick Giordano
1857,Wonder Woman,298,1942,Dan Mishkin
1858,Wonder Woman,298,1942,Frank McLaughlin
1859,Wonder Woman,298,1942,Marv Wolfman
1860,Wonder Woman,298,1942,Frank Miller
1861,Wonder Woman,7,2016,Laura Martin
1862,Wonder Woman,7,2016,Liam Roger Sharp
1863,Wonder Woman,7,2016,Greg Rucka
1864,The Flash,193,1987,Scott Kolins
1865,The Flash,193,1987,Geoff Johns
1866,The Flash,193,1987,Doug Hazlewood
1867,The Flash,193,1987,James R. Sinclair - 'Jim'
1868,Showcase Presents: Green Lantern,None,2005,Murphy Anderson
1869,Showcase Presents: Green Lantern,None,2005,(Story is monochromatic)
1870,Showcase Presents: Green Lantern,None,2005,Gil Kane
1871,Wonder Woman,47,2011,Beth Sotelo
1872,Wonder Woman,47,2011,Dexter Vines
1873,Wonder Woman,47,2011,Meredith Finch
1874,Wonder Woman,47,2011,Miguel Mendonca
1875,Lucifer,None,2016,Stephanie Hans
1876,Lucifer,None,2016,Vertigo
1877,Lucifer,None,2016,Lee Garbett
1879,Lucifer,None,2016,Antonio Fabela
1880,Lucifer,None,2016,Holly Black
1881,Birds of Prey,58,1999,Ed Benes
1882,Birds of Prey,58,1999,Alex Lei - 'Juci Leito Alexandre'
1883,Birds of Prey,58,1999,Hi-Fi Colour Design
1884,Birds of Prey,58,1999,Gail Simone
1885,Justice League of America,None,1960,Carmine Infantino
1886,Justice League of America,None,1960,Michael 'Mike' Sekowsky
1887,Justice League of America,None,1960,Dick Dillin
1888,Justice League of America,None,1960,Frank Giacoia
1889,Justice League of America,None,1960,Murphy Anderson
1890,Justice League of America,None,1960,George Roussos - 'George Bell / T.S. Chu / Sam Kato'
1891,Justice League of America,None,1960,Gardner F. Fox
1892,Justice League of America,None,1960,Bernard Sachs
1893,Justice League of America,None,1960,Joe Giella
1894,Justice League of America,None,1960,Sidney 'Sid' Greene
1895,Justice League of America,None,1960,Dennis 'Denny' O'Neil
1896,Green Lantern,22,1960,Julius Schwartz
1897,Green Lantern,22,1960,Gardner F. Fox
1898,Green Lantern,22,1960,Murphy Anderson
1899,Green Lantern,22,1960,John Broome
1900,Green Lantern,22,1960,Joe Giella
1901,Green Lantern,22,1960,Gil Kane
1903,Supergirl,18,2005,Adam Archer
1904,Supergirl,18,2005,Alejandro Garza - 'Al Garza'
1905,Supergirl,18,2005,Joseph 'Joe' Kelly
1906,Supergirl,18,2005,Sandra Hope-Archer
1907,Supergirl,18,2005,Rodrigo Reis - 'Rod'
1908,Aquaman,13,2011,Geoff Johns
1909,Aquaman,13,2011,Joe Prado
1910,Aquaman,13,2011,Ivan Reis - 'Rodrigo Ivan dos Reis'
1911,Aquaman,13,2011,Rodrigo Reis - 'Rod'
1912,Aquaman,13,2011,Julio Ferreira
1913,Green Lantern,2,2011,Keith C. Champagne
1914,Green Lantern,2,2011,David Baron
1915,Green Lantern,2,2011,Geoff Johns
1916,Green Lantern,2,2011,Christian Alamy
1917,Green Lantern,2,2011,Doug Mahnke
1918,The Justice League Goes Inside The NBA - All Star Edition,1,2014,Tony Shasteen
1919,The Justice League Goes Inside The NBA - All Star Edition,1,2014,Ulises Arreola
1920,The Justice League Goes Inside The NBA - All Star Edition,1,2014,B. Clay Moore
1921,Aquaman and the Others,10,2014,Matt Milla
1923,Aquaman and the Others,10,2014,Dan Jurgens
1924,Aquaman and the Others,10,2014,Allen Martinez
1925,Aquaman and the Others,10,2014,Wayne Faucher
1926,Aquaman and the Others,10,2014,Pete Pantazis
1927,Aquaman and the Others,10,2014,Lan Medina
1929,Green Lantern,1,2011,Tom Nguyen
1930,Green Lantern,1,2011,David Baron
1931,Green Lantern,1,2011,Geoff Johns
1932,Green Lantern,1,2011,Christian Alamy
1933,Green Lantern,1,2011,Doug Mahnke
1934,Justice League of America,21,1960,Michael 'Mike' Sekowsky
1935,Justice League of America,21,1960,Gardner F. Fox
1936,Justice League of America,21,1960,Bernard Sachs
1937,The Hellblazer,6,2016,Pia Guerra
1938,The Hellblazer,6,2016,Carrie Strachan
1939,The Hellblazer,6,2016,Jose Marzan Jr.
1940,The Hellblazer,6,2016,Simon Oliver
1941,Justice League: Darkseid War: Lex Luthor,1,2016,Bong Ty Dazo - 'El Dazo'
1942,Justice League: Darkseid War: Lex Luthor,1,2016,Hi-Fi Colour Design
1943,Justice League: Darkseid War: Lex Luthor,1,2016,Francis Manapul
1944,Justice League: Gods & Monsters [I],1,2015,Bruce Walter Timm
1945,Justice League: Gods & Monsters [I],1,2015,John Marc 'J.M.' DeMatteis
1946,Justice League: Gods & Monsters [I],1,2015,Thony Silas
1947,Justice League: Gods & Monsters [I],1,2015,Tony Avia
1948,Aquaman,64,1994,Dan Jurgens
1949,Aquaman,64,1994,Steve Epting
1950,Aquaman,64,1994,Allen Jamison - 'Jamison/Jamison Services'
1951,Aquaman,64,1994,Noelle C. Giddings - '(sometimes Nel?)'
1952,Aquaman,64,1994,Norm Rapmund
1953,Green Arrow,14,2011,Richard Horie - 'RMH'
1954,Green Arrow,14,2011,Robert 'Rob' Hunter - 'Bobby-C'
1955,Green Arrow,14,2011,Tanya Horie
1956,Green Arrow,14,2011,Ann Nocenti
1957,Green Arrow,14,2011,Freddie E. Williams Jr. - 'Freddie E. Williams II'
1958,Tangent Comics/ The Trials of the Flash,1,1998,Joe Rosas
1959,Tangent Comics/ The Trials of the Flash,1,1998,Paul Pelletier
1960,Tangent Comics/ The Trials of the Flash,1,1998,Heroic Age
1961,Tangent Comics/ The Trials of the Flash,1,1998,Todd Dezago
1962,Tangent Comics/ The Trials of the Flash,1,1998,Tangent
1963,Tangent Comics/ The Trials of the Flash,1,1998,Andy Lanning
1965,Wonder Woman,320,1942,Nansi Hoolahan
1966,Green Arrow,9,2016,Stephen Byrne
1967,Green Arrow,9,2016,Benjamin Percy
1968,Superwoman,1,2016,Phil Jimenez
1969,Superwoman,1,2016,Matt Santorelli
1970,Superwoman,1,2016,Jeromy N. Cox
